,Volume,dfMLRPerDiff,WinReal,Strategy,Confidence
2022-01-26,-0.602,0.1123612323929141,False,Buy,0.8847926267281107
2022-01-27,-0.0028619785308837,0.128829529503661,True,Buy,0.9032258064516129
2022-01-28,0.0208837966918945,0.1126591679711193,False,Buy,0.8847926267281107
2022-01-29,-0.602,0.0669279252321033,True,Buy,0.728110599078341
2022-01-30,0.0124788861274719,0.0546021652157102,True,Buy,0.6359447004608295
2022-01-31,-0.602,0.0040085531728899,True,Buy,0.41935483870967744
2022-02-01,0.0361494998931885,-0.0136378019001628,False,Buy,0.6866359447004609
2022-02-02,0.0083565692901611,0.0332463411190515,False,Buy,0.5483870967741935
2022-02-03,0.0253555755615234,0.0340449074026381,True,Buy,0.6036866359447005
2022-02-04,0.044397054195404,-0.0269003148667036,True,Buy,0.783410138248848
2022-02-05,0.0364428143501281,-0.0388216006331926,True,Buy,0.6866359447004609
2022-02-06,0.0172313432693481,-0.0384650321178849,True,Buy,0.5345622119815668
2022-02-07,0.0089048128128051,-0.0730954947561957,True,Buy,0.4700460829493088
2022-02-08,0.0036246757507324,-0.0921221495145517,False,Buy,0.43317972350230416
2022-02-09,-0.602,-0.0851316127908973,False,Sell,0.5576923076923077
2022-02-10,-0.0003004093170165,-0.0459103687255401,False,Sell,0.40865384615384615
2022-02-11,0.0420402865409851,-0.0069869476991251,False,Buy,0.7603686635944701
2022-02-12,-0.602,-0.0090722046447264,False,Sell,0.2548076923076923
2022-02-13,-0.602,-0.0144877884173226,False,Sell,0.27884615384615385
2022-02-14,-0.602,0.010539261288176,True,Buy,0.45161290322580644
2022-02-15,0.0214056949615478,-0.0381663219455973,False,Buy,0.5668202764976958
2022-02-16,-0.0186831970214843,-0.026599360638443,False,Sell,0.3557692307692308
2022-02-17,0.0562721471786499,0.0210112152482413,False,Buy,0.8571428571428571
2022-02-18,0.0090802888870239,0.0492646982781663,False,Buy,0.6359447004608295
2022-02-19,-0.0594028849601745,0.0489410651016237,False,Buy,0.6359447004608295
2022-02-20,-0.602,0.092787193538012,False,Buy,0.8433179723502304
2022-02-21,0.0425264220237732,0.1281771881751476,False,Buy,0.9032258064516129
2022-02-22,-0.0064858813285827,0.1557720213717253,False,Buy,0.9170506912442397
2022-02-23,-0.0213530678749084,0.2070380201820167,False,Buy,0.9447004608294931
2022-02-24,-0.016687693119049,0.2169969692036544,True,Buy,0.9493087557603687
2022-02-25,-0.0116394777297973,0.1266308225418251,True,Buy,0.8986175115207373
2022-02-26,-0.0355271716117858,0.1220230642654118,False,Buy,0.8986175115207373
2022-02-27,-0.0274043698310851,0.1620918405047295,True,Buy,0.9216589861751152
2022-02-28,0.0404053907394409,0.0761704862873937,True,Buy,0.7880184331797235
2022-03-01,0.0511327366828918,0.063028983951344,False,Buy,0.8387096774193549
2022-03-02,-0.602,0.0723468520120242,True,Buy,0.7695852534562212
2022-03-03,0.0229272227287292,0.0047686999478921,False,Buy,0.5714285714285714
2022-03-04,-0.0342657585144042,0.0435373571945474,True,Buy,0.6129032258064516
2022-03-05,-0.602,0.0122527436736794,False,Buy,0.45622119815668205
2022-03-06,-0.0500226039886474,0.0419713914769785,False,Buy,0.5944700460829493
2022-03-07,-0.602,0.0621689156287006,True,Buy,0.695852534562212
2022-03-08,-0.02705943775177,0.0676552887391497,True,Buy,0.7373271889400922
2022-03-09,-0.0080257077217101,0.004785971348119,False,Buy,0.42857142857142855
2022-03-10,0.0267810206413269,0.0458575698257899,False,Buy,0.6221198156682027
2022-03-11,-0.602,0.0480432455063537,False,Buy,0.631336405529954
2022-03-12,-0.602,0.059717753399948,False,Buy,0.6682027649769585
2022-03-13,-0.0243994016647338,0.0639487851542799,True,Buy,0.7188940092165899
2022-03-14,-0.0727245230674743,-0.0056184708416751,False,Sell,0.6826923076923077
2022-03-15,-0.602,-0.0230808429830384,True,Sell,0.32211538461538464
2022-03-16,0.0255038719177246,-0.108933829005563,True,Buy,0.6082949308755761
2022-03-17,0.0342804770469665,-0.1630927568548152,True,Buy,0.6497695852534562
2022-03-18,-0.602,-0.1736104723353971,True,Sell,0.8365384615384616
2022-03-19,0.0327575783729553,-0.1768616831266993,False,Buy,0.6405529953917051
2022-03-20,0.0554501991271972,-0.1292603401541358,False,Buy,0.8525345622119815
2022-03-21,-0.0326327700614929,-0.1362334537541703,True,Sell,0.7740384615384616
2022-03-22,-0.602,-0.149810911353214,True,Sell,0.8076923076923077
2022-03-23,-0.017918469429016,-0.1544188976947921,True,Sell,0.8221153846153846
2022-03-24,0.0509548764228821,-0.213569691369392,True,Buy,0.8341013824884793
2022-03-25,-0.0205717701911926,-0.2082463997225403,True,Sell,0.875
2022-03-26,0.0105935912132263,-0.2064981852640924,True,Buy,0.4838709677419355
2022-03-27,-0.602,-0.2332337090124933,False,Sell,0.9086538461538461
2022-03-28,-0.0428127665519714,-0.090249830823937,False,Sell,0.5769230769230769
2022-03-29,0.0332227330207824,-0.0826949399327503,False,Buy,0.6451612903225806
2022-03-30,-0.0160384197235107,-0.0462439768646529,False,Sell,0.4230769230769231
2022-03-31,-0.0197390336990356,-0.01997221641521,True,Sell,0.3701923076923077
2022-04-01,-0.602,-0.0502022185126921,False,Sell,0.4326923076923077
2022-04-02,-0.602,-0.0096667720422667,True,Sell,0.2644230769230769
2022-04-03,-0.602,-0.0494686487747288,False,Sell,0.42788461538461536
2022-04-04,0.0452398638725281,-0.0210514251422202,False,Buy,0.7972350230414746
2022-04-05,-0.0315533299446105,0.0042659253743349,False,Buy,0.423963133640553
