,Volume,dfMLRPerDiff,WinReal,Strategy,Confidence
2022-01-26,-0.602,0.0949260866338288,True,Buy,0.6602870813397129
2022-01-27,-0.0028619785308837,0.0470779928689075,True,Buy,0.47368421052631576
2022-01-28,0.0208837966918945,-0.0036733004895797,True,Buy,0.4019138755980861
2022-01-29,-0.602,-0.047750930091848,False,Sell,0.5694444444444444
2022-01-30,0.0124788861274719,-0.0322753350310776,True,Buy,0.3492822966507177
2022-01-31,-0.602,-0.0837292921510148,True,Sell,0.7037037037037037
2022-02-01,0.0361494998931885,-0.1124418406703317,False,Buy,0.5215311004784688
2022-02-02,0.0083565692901611,-0.0525646519408419,False,Buy,0.3253588516746411
2022-02-03,0.0253555755615234,-0.0493092353805437,True,Buy,0.4449760765550239
2022-02-04,0.044397054195404,-0.1274765495181525,True,Buy,0.5933014354066986
2022-02-05,0.0364428143501281,-0.1392627389491638,True,Buy,0.5215311004784688
2022-02-06,0.0172313432693481,-0.1282733890322942,True,Buy,0.37799043062200954
2022-02-07,0.0089048128128051,-0.1482013606226356,False,Buy,0.3349282296650718
2022-02-08,0.0036246757507324,-0.1297221222670431,True,Buy,0.3014354066985646
2022-02-09,-0.602,-0.1523383664537966,False,Sell,0.8842592592592593
2022-02-10,-0.0003004093170165,-0.0933429629214162,False,Sell,0.7222222222222222
2022-02-11,0.0420402865409851,-0.0599160748782079,True,Buy,0.5645933014354066
2022-02-12,-0.602,-0.0935386427874208,True,Sell,0.7268518518518519
2022-02-13,-0.602,-0.1056856987569053,True,Sell,0.75
2022-02-14,-0.602,-0.1131498301661394,True,Sell,0.7731481481481481
2022-02-15,0.0214056949615478,-0.1625394930856847,False,Buy,0.40669856459330145
2022-02-16,-0.0186831970214843,-0.1444786086972013,False,Sell,0.8518518518518519
2022-02-17,0.0562721471786499,-0.085541089869307,False,Buy,0.6650717703349283
2022-02-18,0.0090802888870239,-0.0896090658157882,False,Buy,0.3397129186602871
2022-02-19,-0.0594028849601745,-0.0612048230212676,False,Sell,0.7407407407407407
2022-02-20,-0.602,-0.0081652240999083,False,Sell,0.4212962962962963
2022-02-21,0.0425264220237732,0.0307916828506731,True,Buy,0.5789473684210527
2022-02-22,-0.0064858813285827,-0.0113262900753565,False,Sell,0.4444444444444444
2022-02-23,-0.0213530678749084,0.0120972544186586,True,Buy,0.32057416267942584
2022-02-24,-0.016687693119049,0.005879895194746,True,Buy,0.2966507177033493
2022-02-25,-0.0116394777297973,-0.0384838653710313,True,Sell,0.5416666666666666
2022-02-26,-0.0355271716117858,-0.0414417521435388,False,Sell,0.6157407407407407
2022-02-27,-0.0274043698310851,5.836335341746768e-05,True,Buy,0.2727272727272727
2022-02-28,0.0404053907394409,-0.1099221859659671,True,Buy,0.5454545454545454
2022-03-01,0.0511327366828918,-0.1146993356032354,False,Buy,0.645933014354067
2022-03-02,-0.602,-0.1166272198814538,False,Sell,0.7824074074074074
2022-03-03,0.0229272227287292,-0.0894287889641658,False,Buy,0.40669856459330145
2022-03-04,-0.0342657585144042,-0.0117990424680425,True,Sell,0.6157407407407407
2022-03-05,-0.602,-0.0249200046354978,False,Sell,0.49074074074074076
2022-03-06,-0.0500226039886474,0.0113325586476127,True,Buy,0.3157894736842105
2022-03-07,-0.602,0.0111137334265676,True,Buy,0.31100478468899523
2022-03-08,-0.02705943775177,-0.0106575940902922,True,Sell,0.5648148148148148
2022-03-09,-0.0080257077217101,-0.0628754992012841,False,Sell,0.625
2022-03-10,0.0267810206413269,-0.0076092930318489,True,Buy,0.46411483253588515
2022-03-11,-0.602,-0.0129879574970401,True,Sell,0.46296296296296297
2022-03-12,-0.602,-0.0216571165515293,False,Sell,0.47685185185185186
2022-03-13,-0.0243994016647338,0.0158090344890193,True,Buy,0.3397129186602871
2022-03-14,-0.0727245230674743,-0.0358554307396126,False,Sell,0.8055555555555556
2022-03-15,-0.602,-0.0221676197745481,True,Sell,0.4861111111111111
2022-03-16,0.0255038719177246,-0.0638793920717846,True,Buy,0.44976076555023925
2022-03-17,0.0342804770469665,-0.07197790877971,True,Buy,0.507177033492823
2022-03-18,-0.602,-0.1075000583965425,True,Sell,0.75
2022-03-19,0.0327575783729553,-0.1114583951074567,False,Buy,0.49760765550239233
2022-03-20,0.0554501991271972,-0.0843395475293014,True,Buy,0.6555023923444976
2022-03-21,-0.0326327700614929,-0.1007852928307904,True,Sell,0.7407407407407407
2022-03-22,-0.602,-0.1050754757929735,True,Sell,0.75
2022-03-23,-0.017918469429016,-0.1202147527021141,True,Sell,0.8055555555555556
2022-03-24,0.0509548764228821,-0.1838410359892652,True,Buy,0.6411483253588517
2022-03-25,-0.0205717701911926,-0.1815557067848963,True,Sell,0.9259259259259259
2022-03-26,0.0105935912132263,-0.1807188168391551,True,Buy,0.3444976076555024
2022-03-27,-0.602,-0.198825746453678,False,Sell,0.9351851851851852
2022-03-28,-0.0428127665519714,-0.1267450867377548,False,Sell,0.8148148148148148
2022-03-29,0.0332227330207824,-0.0862097600018791,True,Buy,0.49760765550239233
2022-03-30,-0.0160384197235107,-0.075221092403328,False,Sell,0.6805555555555556
2022-03-31,-0.0197390336990356,-0.0187124783624317,True,Sell,0.5277777777777778
2022-04-01,-0.602,-0.0527910871021199,False,Sell,0.5833333333333334
2022-04-02,-0.602,-0.0324054523561881,True,Sell,0.5231481481481481
2022-04-03,-0.602,-0.0457555972759374,False,Sell,0.5555555555555556
2022-04-04,0.0452398638725281,-0.0415311458027547,False,Buy,0.5980861244019139
